codigo,descricao,grupo,total_movimento,data_baixa,estoque_minimo,tempo_reposicao,ano,mes
955,CONJ SOQ 90 CM PARALELO PR,MONTADOS,4,2024-10-02 00:00:00.000,200,7,2024,10
4586,LENTE INJ CRISTAL 8340/8341 LIN VIRGINIA,INJETADOS,32,2025-04-09 00:00:00.000,2100,12,2025,4
4621,CX PAP PARDA KRAFT REF: 8341,EMBALAGEM,8,2025-04-09 00:00:00.000,110,7,2025,4
4630,CX SIMPLES MASTER 692x350x284 REF:8341,EMBALAGEM,1,2025-04-09 00:00:00.000,12,7,2025,4
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,8,2025-04-09 00:00:00.000,1785,12,2025,4
9288,PORCA PASSANTE MARROM INJETADA,INJETADOS,16,2025-04-09 00:00:00.000,490,12,2025,4
9517,QUADRO INJ MARROM 8340/8341 LIN.VIRGINIA,INJETADOS,8,2025-04-09 00:00:00.000,120,12,2025,4
9615,CONJ ARANDELA MARROM 8341/8343 CLASSIC,MONTADOS,8,2025-04-09 00:00:00.000,50,7,2025,4
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,24,2025-05-27 00:00:00.000,10453,30,2025,5
6435,CX MASTER REF 8265-8268-8422/3,EMBALAGEM,"2,004",2025-05-27 00:00:00.000,55,10,2025,5
7119,CX PAP SIMPLES KRAFT REF: 8441,EMBALAGEM,12,2025-05-27 00:00:00.000,50,7,2025,5
8413,CONJ.8441 PRETO LENTE LEITOSA,INJETADOS,12,2025-05-27 00:00:00.000,48,12,2025,5
10342,CONJ SOQ 15 CM PRETO,MONTADOS,12,2025-05-27 00:00:00.000,600,7,2025,5
7380,SOQUE PORCE G9 C/ CABO 15CM,ELÉTRICO,6,2024-03-04 00:00:00.000,250,7,2024,3
9653,CX CARTAO 250gr REF 8800/8801/8802,EMBALAGEM,6,2024-03-04 00:00:00.000,215,7,2024,3
9657,ARANDELA G9 INJETADA BRANCA REF 8801,INJETADOS,6,2024-03-04 00:00:00.000,30,12,2024,3
9714,CX SIMPLES MASTER 395X135X135 REF-8800,EMBALAGEM,"0,504",2024-03-04 00:00:00.000,16,7,2024,3
9733,KIT 2 PA PANELA 4 X 20 ZA+2 BUCHA 6 PLAS,FIXAÇÃO,6,2024-03-04 00:00:00.000,100,10,2024,3
514,SOQUETE PORCELANA E27 FX11 CONICO,ELÉTRICO,72,2024-01-24 00:00:00.000,0,5,2024,1
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,72,2024-01-24 00:00:00.000,700,12,2024,1
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,288,2024-01-24 00:00:00.000,10453,30,2024,1
637,CABO 40 CM PARAL PR,ELÉTRICO,72,2024-01-24 00:00:00.000,1011,15,2024,1
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,44,2024-07-22 00:00:00.000,3000,3,2024,7
516,LENTE SEXTAVADA C/TEXTURA,INJETADOS,132,2024-07-22 00:00:00.000,2500,12,2024,7
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,22,2024-07-22 00:00:00.000,800,12,2024,7
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,22,2024-07-22 00:00:00.000,700,12,2024,7
589,QUADRO INJ P/LANTER SEX PR,INJETADOS,22,2024-07-22 00:00:00.000,700,12,2024,7
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,44,2024-07-22 00:00:00.000,10453,30,2024,7
6050,DISCO AL PEQ 2 FUROS P/ TRILHO BR LISO,PINTURA,2,2024-12-02 00:00:00.000,15,7,2024,12
6352,CONJ SOQ 35 CM PARAL PR TARJA P/ TRILHO,MONTADOS,2,2024-12-02 00:00:00.000,0,10,2024,12
6354,CONJ SOQ 45 CM PARAL PR TARJ P/ SPOT AL,MONTADOS,4,2024-12-02 00:00:00.000,0,10,2024,12
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,2,2024-12-02 00:00:00.000,1785,12,2024,12
8293,"SACO PEBD LISO 25X75X0,10-TRILHO",EMBALAGEM,2,2024-12-02 00:00:00.000,100,3,2024,12
9290,PORCA PASSANTE BRANCA INJETADA,INJETADOS,4,2024-12-02 00:00:00.000,1100,12,2024,12
1021,CX SIMPLES MASTER 405x185x202 REF 8274/3,EMBALAGEM,1,2024-12-02 00:00:00.000,3,10,2024,12
1753,"REBITE AL 3,2X6 MM",FIXAÇÃO,4,2024-12-02 00:00:00.000,3000,0,2024,12
5318,ARO METAL. CROMADO P/ SPOT AL,ELABORAÇÃO AX(1),12,2024-12-02 00:00:00.000,150,12,2024,12
5360,COPO AL LINHA LUISIANA BR LISO,PINTURA,6,2024-12-02 00:00:00.000,30,1,2024,12
5743,PONTEIRA INTERNA 20 X 20 METALIZ CROMADA,ELABORAÇÃO AX(1),4,2024-12-02 00:00:00.000,50,10,2024,12
5991,TRILHO 400MM 3 FUROS 40X160 BRANCO LISO,PINTURA,2,2024-12-02 00:00:00.000,0,1,2024,12
2573,"BASE ALUMINIO 1""1/2X580MM PRETA",PINTURA,11,2024-07-22 00:00:00.000,50,1,2024,7
2583,"TUBO AL 1""1/2 X 580MM EST PR LISO",PINTURA,11,2024-07-22 00:00:00.000,50,1,2024,7
2738,"SACO LISO PE 88X80X0,025",EMBALAGEM,11,2024-07-22 00:00:00.000,30,2,2024,7
559,NIPEL INJ 20MM PR,INJETADOS,4,2024-12-02 00:00:00.000,41,12,2024,12
565,PORCA INJ C/ RELEVO PR,INJETADOS,6,2024-12-02 00:00:00.000,92,12,2024,12
943,ARTICULADOR INJ METALIZ CROMADO,ELABORAÇÃO AX(1),6,2024-12-02 00:00:00.000,150,10,2024,12
627,"PARAF AA CAB PAN PHIL 3,5X9,5 ZB",FIXAÇÃO,44,2024-07-22 00:00:00.000,230,2,2024,7
849,"PONTEIRA INTERNA PR 1""",INJETADOS,22,2024-07-22 00:00:00.000,500,7,2024,7
851,PONTEIRA INTERNA PR 1.1/ 2,INJETADOS,11,2024-07-22 00:00:00.000,50,15,2024,7
955,CONJ SOQ 90 CM PARALELO PR,MONTADOS,22,2024-07-22 00:00:00.000,200,7,2024,7
2253,"FILME LISO PE 12X0,10 TUBULAR",EMBALAGEM,"0,1837",2024-07-22 00:00:00.000,0,2,2024,7
2527,CABECA AL PINT 122 PR LISO,PINTURA,11,2024-07-22 00:00:00.000,40,1,2024,7
569,TRAVESSA INJ PR,INJETADOS,3,2024-11-05 00:00:00.000,2000,12,2024,11
6346,CABO 45 CM  PARAL PR TARJADO,ELÉTRICO,3,2024-11-05 00:00:00.000,500,15,2024,11
7430,"ARRUELA ACO DENTADA INT 10X18X0,9 ZB",FIXAÇÃO,3,2024-11-05 00:00:00.000,365,3,2024,11
7437,PORCA ACO FOGAO M10 X 3 MM ZB,FIXAÇÃO,3,2024-11-05 00:00:00.000,200,3,2024,11
8294,"CONECTOR TORCAO CINZA 0,8 A 2,5 MM",INJETADOS,3,2024-11-05 00:00:00.000,50,17,2024,11
10143,"CABO  FLEXÍVEL 0,50 MM² 750V 15CM PR",ELÉTRICO,6,2024-11-05 00:00:00.000,1218,15,2024,11
7170,CONJ.8335/8336 BR (LENTE+QUADRO),INJETADOS,12,2025-07-03 00:00:00.000,702,12,2025,7
8181,CX  MASTER  410X265X390 REF: 335,EMBALAGEM,"1,008",2025-07-03 00:00:00.000,40,7,2025,7
5552,QUADRO INJ RED LIN MINESOTA PR,INJETADOS,40,2025-04-11 00:00:00.000,300,12,2025,4
5554,LENTE INJ REDONDA  MINESSOTA,INJETADOS,40,2025-04-11 00:00:00.000,400,12,2025,4
6459,CONJ PENDENTE PRETO 8430,MONTADOS,40,2025-04-11 00:00:00.000,18,7,2025,4
4760,CONJ DISCO INJ BRANCO TEXT P/ LANT 340,MONTADOS,12,2025-07-03 00:00:00.000,220,7,2025,7
7116,CX PAP SIMPLES KRAFT REF: 8335,EMBALAGEM,12,2025-07-03 00:00:00.000,400,7,2025,7
7146,CONJ PENDENTE BRANCO 8335 ASPEN,MONTADOS,12,2025-07-03 00:00:00.000,130,7,2025,7
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,40,2025-04-11 00:00:00.000,800,12,2025,4
2329,CX SIMPLES MASTER 376x356x425 REF-8297,EMBALAGEM,5,2025-04-11 00:00:00.000,6,7,2025,4
4590,TRIANGULO GRANDE PRETO P/ CORRENTE,INJETADOS,40,2025-04-11 00:00:00.000,330,12,2025,4
4627,"SACO PEB LISO 30x45X0,08- 8342-8347-8347",EMBALAGEM,40,2025-04-11 00:00:00.000,130,25,2025,4
4761,CONJ DISCO INJ PRETO TEXT P/ LANT 340,MONTADOS,40,2025-04-11 00:00:00.000,1300,7,2025,4
5218,CARTELA CLICK PADRAO DUPLEX 300GR VERNIZ,EMBALAGEM,40,2025-04-11 00:00:00.000,3000,7,2025,4
10545,TUBO 160MM PRETO ROSCA 1L  X 4MM,PINTURA,3,2024-11-05 00:00:00.000,0,10,2024,11
10553,COPO AL 45MM PRETO,PINTURA,3,2024-11-05 00:00:00.000,15,1,2024,11
10555,BUCHA AL INTERNA 3/8  PRETO,PINTURA,3,2024-11-05 00:00:00.000,0,4,2024,11
10736,CONJUNTO TUBO AL PRETO 81053,PINTURA,3,2024-11-05 00:00:00.000,0,1,2024,11
992,HASTE DE ALUMINIO DO ESPETO,ELABORAÇÃO AX(1),24,2024-12-06 00:00:00.000,80,5,2024,12
581,BOLA SEXTAVADA C/FURO PRETA,INJETADOS,40,2025-04-11 00:00:00.000,400,17,2025,4
10157,PORCA AL USINA 1/2ROSCA INT M10 PRETO,PINTURA,3,2024-11-05 00:00:00.000,0,1,2024,11
10356,SOQUETE TERMO P/ ABAJUR PRETO- ID 09,ELÉTRICO,3,2024-11-05 00:00:00.000,100,0,2024,11
10372,DISC AL130X24X1  2 FUR+ FUR 20MM PRETO,PINTURA,3,2024-11-05 00:00:00.000,0,1,2024,11
10374,INTERRUPTOR LIGA/DESLIGA PRETO,ELÉTRICO,3,2024-11-05 00:00:00.000,100,20,2024,11
10379,CUPULA CONICA 8X17X12 TECIDO PRETO,ABAJUR,3,2024-11-05 00:00:00.000,29,25,2024,11
10447,"ROTULO LINHA TORONTO REF:81053=12X9,5CM",EMBALAGEM,3,2024-11-05 00:00:00.000,500,0,2024,11
622,PARAF CAB PAN MAQ RED PHIL M4X20 INOX,FIXAÇÃO,12,2024-04-23 00:00:00.000,198,3,2024,4
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,8,2024-04-23 00:00:00.000,10453,30,2024,4
854,"PORCA REBITE M4X11,5MM",FIXAÇÃO,12,2024-04-23 00:00:00.000,0,15,2024,4
955,CONJ SOQ 90 CM PARALELO PR,MONTADOS,4,2024-04-23 00:00:00.000,200,7,2024,4
1410,ELE ACO P/ SUPORTE SOQUETE,ELABORAÇÃO AX(1),4,2024-04-23 00:00:00.000,100,4,2024,4
1621,CANOPLA AL S/ SUP 10 X 20   PRETO LISO,PINTURA,4,2024-04-23 00:00:00.000,35,1,2024,4
5594,GLOBO PLASTI PEAD 10X20 COM COLARINHO,GLOBO,4,2024-04-23 00:00:00.000,21,7,2024,4
7420,BALIZADOR ALUMINIO 650MM PRETO LISO,PINTURA,4,2024-04-23 00:00:00.000,0,1,2024,4
7532,ROTULO LINHA AUSTIN BALIZADOR AL 70 CM,EMBALAGEM,4,2024-04-23 00:00:00.000,0,12,2024,4
7546,CX PAP SIMPLES PARDA  KRAFT  R:8563,EMBALAGEM,4,2024-04-23 00:00:00.000,0,7,2024,4
7775,CX MASTER 883x203x203 REF- 8563,EMBALAGEM,2,2024-04-23 00:00:00.000,0,7,2024,4
10155,PORCA AL USINA 1/2ROSCA INT M10 BANHADA,ALUMINIO,164,2024-08-26 00:00:00.000,40,0,2024,8
569,TRAVESSA INJ PR,INJETADOS,2,2025-06-03 00:00:00.000,2000,12,2025,6
6346,CABO 45 CM  PARAL PR TARJADO,ELÉTRICO,2,2025-06-03 00:00:00.000,500,15,2025,6
7430,"ARRUELA ACO DENTADA INT 10X18X0,9 ZB",FIXAÇÃO,2,2025-06-03 00:00:00.000,365,3,2025,6
7437,PORCA ACO FOGAO M10 X 3 MM ZB,FIXAÇÃO,4,2025-06-03 00:00:00.000,200,3,2025,6
10143,"CABO  FLEXÍVEL 0,50 MM² 750V 15CM PR",ELÉTRICO,2,2025-06-03 00:00:00.000,1218,15,2025,6
10357,"ROTULO LINHA TORONTO REF:81050=12X9,5CM",EMBALAGEM,2,2025-06-03 00:00:00.000,0,0,2025,6
10474,CUPULA CONICA 8X17X12 TECIDO CRU NATURAL,ABAJUR,2,2025-06-03 00:00:00.000,32,25,2025,6
10373,INTERRUPTOR LIGA/DESLIGA BRANCO,ELÉTRICO,2,2025-06-03 00:00:00.000,120,20,2025,6
10375,SOQUETE TERMO P/ ABAJUR BRANCO- ID 08,ELÉTRICO,2,2025-06-03 00:00:00.000,100,7,2025,6
10468,TUBO 200MM DOBRA 90º X 266MM DOURADO,PINTURA,2,2025-06-03 00:00:00.000,12,10,2025,6
10469,COPO AL 45MM DOURADO,PINTURA,2,2025-06-03 00:00:00.000,35,1,2025,6
10472,DISC AL130X24X1  2 FUR+ FUR 20MM DOURADO,PINTURA,2,2025-06-03 00:00:00.000,30,7,2025,6
10473,PORCA AL USINA 1/2 ROSCA INT M10 DOURADO,PINTURA,2,2025-06-03 00:00:00.000,48,1,2025,6
6688,"TUBO AL 1"" 1/2 X580MM ESTAMPADO",ELABORAÇÃO AX(1),10,2024-08-30 00:00:00.000,60,7,2024,8
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,4,2025-04-17 00:00:00.000,3000,3,2025,4
516,LENTE SEXTAVADA C/TEXTURA,INJETADOS,12,2025-04-17 00:00:00.000,2500,12,2025,4
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,2,2025-04-17 00:00:00.000,800,12,2025,4
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,2,2025-04-17 00:00:00.000,700,12,2025,4
807,GRAMPO BARRETE 35X18 (CAIXA C/ 5000 UNI),FIXAÇÃO,"2,68",2025-04-17 00:00:00.000,0,3,2025,4
4628,"SACO PE LISO 35x50X0,08- 8343-8348-8349",EMBALAGEM,2,2025-04-17 00:00:00.000,300,2,2025,4
5218,CARTELA CLICK PADRAO DUPLEX 300GR VERNIZ,EMBALAGEM,2,2025-04-17 00:00:00.000,3000,7,2025,4
6476,CONJ ARANDELA PRETO 8114,MONTADOS,2,2025-04-17 00:00:00.000,80,7,2025,4
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,2,2025-04-17 00:00:00.000,1785,12,2025,4
9287,PORCA PASSANTE PRETA INJETADA,INJETADOS,4,2025-04-17 00:00:00.000,4500,12,2025,4
10366,TUBO CURVO 200MM DOBRA 90º X 266MM,ELABORAÇÃO AX(2),12,2025-06-09 00:00:00.000,100,7,2025,6
5968,"TRILHO AL QUAD 550 4 FURO 40X156,67",ELABORAÇÃO AX(1),3,2025-05-12 00:00:00.000,15,5,2025,5
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,2,2024-10-25 00:00:00.000,3000,3,2024,10
581,BOLA SEXTAVADA C/FURO PRETA,INJETADOS,1,2024-10-25 00:00:00.000,400,17,2024,10
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,1,2024-10-25 00:00:00.000,800,12,2024,10
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,1,2024-10-25 00:00:00.000,700,12,2024,10
589,QUADRO INJ P/LANTER SEX PR,INJETADOS,1,2024-10-25 00:00:00.000,700,12,2024,10
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,2,2024-10-25 00:00:00.000,10453,30,2024,10
6658,DISCO AL PEQ 2 FUROS P/ TRILHO BRUTO,ELABORAÇÃO AX(1),10,2025-07-07 00:00:00.000,0,5,2025,7
8168,LENTE SEXTAVADA CRISTAL,INJETADOS,6,2024-10-25 00:00:00.000,3000,12,2024,10
9797,COPO ARANDELA INJETADO PRETO COM FURO,INJETADOS,1,2024-10-25 00:00:00.000,435,7,2024,10
514,SOQUETE PORCELANA E27 FX11 CONICO,ELÉTRICO,4,2025-02-24 00:00:00.000,0,5,2025,2
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,8,2025-02-24 00:00:00.000,10453,30,2025,2
637,CABO 40 CM PARAL PR,ELÉTRICO,4,2025-02-24 00:00:00.000,1011,15,2025,2
4584,CHAPEU INJ PRETO 8340/8341 LIN. VIRGINIA,INJETADOS,4,2025-02-24 00:00:00.000,0,12,2025,2
953,CONJ SOQ 40 CM PARALELO PR,MONTADOS,1,2024-10-25 00:00:00.000,400,7,2024,10
1069,CX SIMPLES MASTER 460x432x295 REF:8237,EMBALAGEM,"0,1667",2024-10-25 00:00:00.000,10,7,2024,10
4590,TRIANGULO GRANDE PRETO P/ CORRENTE,INJETADOS,1,2024-10-25 00:00:00.000,330,12,2024,10
4628,"SACO PE LISO 35x50X0,08- 8343-8348-8349",EMBALAGEM,1,2024-10-25 00:00:00.000,300,2,2024,10
4761,CONJ DISCO INJ PRETO TEXT P/ LANT 340,MONTADOS,1,2024-10-25 00:00:00.000,1300,7,2024,10
5218,CARTELA CLICK PADRAO DUPLEX 300GR VERNIZ,EMBALAGEM,1,2024-10-25 00:00:00.000,3000,7,2024,10
559,NIPEL INJ 20MM PR,INJETADOS,24,2024-07-17 00:00:00.000,41,12,2024,7
561,NIPEL INJ 35MM PR,INJETADOS,24,2024-07-17 00:00:00.000,1305,12,2024,7
565,PORCA INJ C/ RELEVO PR,INJETADOS,24,2024-07-17 00:00:00.000,92,12,2024,7
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,12,2024-07-17 00:00:00.000,10453,30,2024,7
5218,CARTELA CLICK PADRAO DUPLEX 300GR VERNIZ,EMBALAGEM,6,2024-07-17 00:00:00.000,3000,7,2024,7
5726,PONTEIRA INTERNA S/ RANHURA 20 X 20 PR,INJETADOS,12,2024-07-17 00:00:00.000,100,0,2024,7
9362,"SACO 120X30X0,10 - TRILHO",EMBALAGEM,6,2024-07-17 00:00:00.000,50,15,2024,7
9363,CX SIMPLES MASTER 1.020x220x160 8649/3,EMBALAGEM,3,2024-07-17 00:00:00.000,10,7,2024,7
6052,DISCO AL PEQ 2 FUROS P/ TRILHO PR LISO,PINTURA,6,2024-07-17 00:00:00.000,12,1,2024,7
7387,CONJ COPO INJET 106 PR/PR 50CM,MONTADOS,12,2024-07-17 00:00:00.000,70,7,2024,7
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,6,2024-07-17 00:00:00.000,1785,12,2024,7
9287,PORCA PASSANTE PRETA INJETADA,INJETADOS,12,2024-07-17 00:00:00.000,4500,12,2024,7
9358,CONJ COPO INJET 106 PR/PR 90CM,MONTADOS,12,2024-07-17 00:00:00.000,0,7,2024,7
9360,TRILHO AL 1 METRO 4 FURO 40X156 PRETO,PINTURA,6,2024-07-17 00:00:00.000,5,1,2024,7
10436,LUVA T USINADA ALUMI 9/16 R M10 BANHADO,ELABORAÇÃO AX(1),3,2024-06-17 00:00:00.000,250,1,2024,6
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,10,2025-01-17 00:00:00.000,3000,3,2025,1
516,LENTE SEXTAVADA C/TEXTURA,INJETADOS,30,2025-01-17 00:00:00.000,2500,12,2025,1
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,5,2025-01-17 00:00:00.000,800,12,2025,1
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,5,2025-01-17 00:00:00.000,700,12,2025,1
589,QUADRO INJ P/LANTER SEX PR,INJETADOS,5,2025-01-17 00:00:00.000,700,12,2025,1
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,20,2025-01-17 00:00:00.000,10453,30,2025,1
731,POSTE INJ P/ BALIZADOR PR,INJETADOS,5,2025-01-17 00:00:00.000,140,12,2025,1
807,GRAMPO BARRETE 35X18 (CAIXA C/ 5000 UNI),FIXAÇÃO,10,2025-01-17 00:00:00.000,0,3,2025,1
953,CONJ SOQ 40 CM PARALELO PR,MONTADOS,5,2025-01-17 00:00:00.000,400,7,2025,1
8341,"CHAPA DE ALUMIN 140 X 140 X 1,20MM",ALUMINIO,"50,19",2025-02-26 00:00:00.000,0,20,2025,2
5749,"DISCO DE ALUMINIO 120 X 0,8 MOLE",ALUMINIO,"1,29",2024-06-18 00:00:00.000,80,20,2024,6
672,"SACO PEBD LISO 27X38X0,08 BARRA 2",EMBALAGEM,4,2024-01-23 00:00:00.000,2000,20,2024,1
5218,CARTELA CLICK PADRAO DUPLEX 300GR VERNIZ,EMBALAGEM,4,2024-01-23 00:00:00.000,3000,7,2024,1
7144,CONJ ARANDELA PRETO 8336 ASPEN,MONTADOS,4,2024-01-23 00:00:00.000,1700,7,2024,1
7169,CONJ.8335/8336 PR (LENTE+QUADRO),INJETADOS,4,2024-01-23 00:00:00.000,2500,12,2024,1
7721,TRAVESSA INJ DUPLA 2 PARAF M4,MONTADOS,4,2024-01-23 00:00:00.000,1785,12,2024,1
8182,CX  MASTER 470X385X220  REF: 8338,EMBALAGEM,"0,336",2024-01-23 00:00:00.000,85,7,2024,1
9287,PORCA PASSANTE PRETA INJETADA,INJETADOS,8,2024-01-23 00:00:00.000,4500,12,2024,1
7352,COPO AL MISSURI ALONGADO F. OBILONGO,ELABORAÇÃO AX(1),50,2024-02-19 00:00:00.000,15,7,2024,2
9677,FUNDO ARAN 15 CM LINHA DUBLIN PRETO,INJETADOS,1,2024-10-10 00:00:00.000,86,12,2024,10
10342,CONJ SOQ 15 CM PRETO,MONTADOS,1,2024-10-10 00:00:00.000,600,7,2024,10
10670,GRADE  ARANDELA 15 CM OVAL PRETO,INJETADOS,1,2024-10-10 00:00:00.000,45,12,2024,10
10671,LENTE INJ ARANDELA 15CM LEITOSA OVAL,INJETADOS,1,2024-10-10 00:00:00.000,4,12,2024,10
10690,CX PAP SIMPLES KRAFT OVAL  REF: 8190,EMBALAGEM,1,2024-10-10 00:00:00.000,2,7,2024,10
10471,COPO ALUMINIO 45MM C/ FURO 10MM,ELABORAÇÃO AX(2),12,2024-10-31 00:00:00.000,194,7,2024,10
514,SOQUETE PORCELANA E27 FX11 CONICO,ELÉTRICO,319,2024-08-12 00:00:00.000,0,5,2024,8
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,319,2024-08-12 00:00:00.000,10453,30,2024,8
644,CABO 26 CM  PARAL BR,ELÉTRICO,319,2024-08-12 00:00:00.000,827,15,2024,8
940,ELE ACO ZINCADO P/ SPOT C/ ROSCA,ELABORAÇÃO AX(1),319,2024-08-12 00:00:00.000,0,3,2024,8
4761,CONJ DISCO INJ PRETO TEXT P/ LANT 340,MONTADOS,12,2024-05-27 00:00:00.000,1300,7,2024,5
7116,CX PAP SIMPLES KRAFT REF: 8335,EMBALAGEM,12,2024-05-27 00:00:00.000,400,7,2024,5
7147,CONJ PENDENTE PRETO 8335 ASPEN,MONTADOS,12,2024-05-27 00:00:00.000,600,7,2024,5
7169,CONJ.8335/8336 PR (LENTE+QUADRO),INJETADOS,12,2024-05-27 00:00:00.000,2500,12,2024,5
8181,CX  MASTER  410X265X390 REF: 335,EMBALAGEM,"1,008",2024-05-27 00:00:00.000,40,7,2024,5
514,SOQUETE PORCELANA E27 FX11 CONICO,ELÉTRICO,3,2024-10-29 00:00:00.000,0,5,2024,10
1176,CX SIMPLES MASTER 430x380x400- REF.8119,EMBALAGEM,6,2024-11-08 00:00:00.000,45,7,2024,11
2960,CONJ SOQ 26 CM PARAL PR S/ CHAPINHA,MONTADOS,24,2024-11-08 00:00:00.000,600,7,2024,11
587,CHAPEU INJ P/ LANTER SEX PR,INJETADOS,24,2024-11-08 00:00:00.000,700,12,2024,11
589,QUADRO INJ P/LANTER SEX PR,INJETADOS,24,2024-11-08 00:00:00.000,700,12,2024,11
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,96,2024-11-08 00:00:00.000,10453,30,2024,11
731,POSTE INJ P/ BALIZADOR PR,INJETADOS,24,2024-11-08 00:00:00.000,140,12,2024,11
807,GRAMPO BARRETE 35X18 (CAIXA C/ 5000 UNI),FIXAÇÃO,48,2024-11-08 00:00:00.000,0,3,2024,11
1174,CX PAP SIMPLES KRAFT REF 8119,EMBALAGEM,24,2024-11-08 00:00:00.000,65,7,2024,11
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,6,2024-10-29 00:00:00.000,10453,30,2024,10
5035,CABO 40 CM PARAL MARROM,ELÉTRICO,3,2024-10-29 00:00:00.000,1000,15,2024,10
7037,CHAPEU PEND. INJ MARROM 8335 ASPEN,INJETADOS,3,2024-10-29 00:00:00.000,150,12,2024,10
506,"PARAF AA CAB PAN PHIL 2,9X9,5 ZB",FIXAÇÃO,48,2024-11-08 00:00:00.000,3000,3,2024,11
516,LENTE SEXTAVADA C/TEXTURA,INJETADOS,144,2024-11-08 00:00:00.000,2500,12,2024,11
583,BOLA SEXTAVADA S/FURO PRETA,INJETADOS,24,2024-11-08 00:00:00.000,800,12,2024,11
10170,ARRUELA AL MEIA LUA 3MM ROSCA INTER M10,ALUMINIO,24,2025-07-29 00:00:00.000,500,10,2025,7
10436,LUVA T USINADA ALUMI 9/16 R M10 BANHADO,ELABORAÇÃO AX(1),12,2025-07-29 00:00:00.000,250,1,2025,7
10439,TUBO 3/8 X 130MM ROSCA M10 X 13MM X 4MM,ELABORAÇÃO AX(2),12,2025-07-29 00:00:00.000,60,7,2025,7
10509,TUBO 3/8 X 160MM ROSCA M10 2L 13MM X 4MM,ELABORAÇÃO AX(2),12,2025-07-29 00:00:00.000,100,7,2025,7
514,SOQUETE PORCELANA E27 FX11 CONICO,ELÉTRICO,200,2024-03-25 00:00:00.000,0,5,2024,3
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,400,2024-03-25 00:00:00.000,10453,30,2024,3
637,CABO 40 CM PARAL PR,ELÉTRICO,200,2024-03-25 00:00:00.000,1011,15,2024,3
4584,CHAPEU INJ PRETO 8340/8341 LIN. VIRGINIA,INJETADOS,200,2024-03-25 00:00:00.000,0,12,2024,3
8328,BALIZADOR AL 1 1/2 X50MM  140X140,ELABORAÇÃO AX(1),50,2025-03-06 00:00:00.000,48,7,2025,3
7380,SOQUE PORCE G9 C/ CABO 15CM,ELÉTRICO,12,2025-02-19 00:00:00.000,250,7,2025,2
9653,CX CARTAO 250gr REF 8800/8801/8802,EMBALAGEM,12,2025-02-19 00:00:00.000,215,7,2025,2
9660,ARANDELA G9 INJETADA BRANCA REF 8802,INJETADOS,12,2025-02-19 00:00:00.000,50,12,2025,2
9714,CX SIMPLES MASTER 395X135X135 REF-8800,EMBALAGEM,"1,008",2025-02-19 00:00:00.000,16,7,2025,2
9733,KIT 2 PA PANELA 4 X 20 ZA+2 BUCHA 6 PLAS,FIXAÇÃO,12,2025-02-19 00:00:00.000,100,10,2025,2
514,SOQUETE PORCELANA E27 FX11 CONICO,ELÉTRICO,6,2024-01-16 00:00:00.000,0,5,2024,1
625,"PARAF AA CAB PAN PHIL 3,5X13 ZB",FIXAÇÃO,12,2024-01-16 00:00:00.000,10453,30,2024,1
2958,CABO 26 CM  PARAL PR,ELÉTRICO,6,2024-01-16 00:00:00.000,4000,15,2024,1
7039,CHAPEU ARAND. INJ PRETO 8336 ASPEN,INJETADOS,6,2024-01-16 00:00:00.000,0,12,2024,1
